,player,team,year,injured,previous
4552,Austin Brice,Cincinnati Reds,2017,yes,no
4553,Josh Ravin,Los Angeles Dodgers,2017,yes,yes
4554,Tyson Ross,Texas Rangers,2017,yes,yes
4555,Wade Miley,Baltimore Orioles,2017,yes,yes
4556,Mauricio Cabrera,Atlanta Braves,2017,yes,no
4557,Armando Rivero,Atlanta Braves,2017,yes,no
4558,Dan Winkler,Atlanta Braves,2017,yes,yes
4559,Glen Perkins,Minnesota Twins,2017,yes,yes
4560,Cody Anderson,Cleveland Indians,2017,yes,yes
4561,Brian Duensing,Chicago Cubs,2017,yes,yes
4562,Chris Tillman,Baltimore Orioles,2017,yes,yes
4563,Carlos Rodon,Chicago White Sox,2017,yes,yes
4564,Seth Lugo,New York Mets,2017,yes,yes
4565,Steven Matz,New York Mets,2017,yes,yes
4566,Chad Qualls,Colorado Rockies,2017,yes,yes
4567,Roberto Osuna,Toronto Blue Jays,2017,yes,no
4568,Bo Schultz,Toronto Blue Jays,2017,yes,yes
4569,Zach Eflin,Philadelphia Phillies,2017,yes,yes
4570,Nefi Ogando,Cincinnati Reds,2017,yes,yes
4571,Jeff Locke,Miami Marlins,2017,yes,yes
4572,Tanner Scheppers,Texas Rangers,2017,yes,yes
4573,Jairo Diaz,Colorado Rockies,2017,yes,yes
4574,Chris Rusin,Colorado Rockies,2017,yes,yes
4575,Glenn Sparkman,Toronto Blue Jays,2017,yes,no
4576,Odrisamer Despaigne,Miami Marlins,2017,yes,no
4577,Pedro Baez,Los Angeles Dodgers,2017,yes,yes
4578,Brock Stewart,Los Angeles Dodgers,2017,yes,yes
4579,Will Smith,San Francisco Giants,2017,yes,yes
4580,Dillon Overton,Seattle Mariners,2017,yes,no
4581,Junior Guerra,Milwaukee Brewers,2017,yes,yes
4583,Kyle Ryan,Detroit Tigers,2017,yes,no
4584,Jake Petricka,Chicago White Sox,2017,yes,yes
4585,Robbie Ross Jr.,Boston Red Sox,2017,yes,yes
4587,Matt Barnes,Boston Red Sox,2017,yes,no
4588,Garrett Richards,Los Angeles Angels,2017,yes,yes
4589,Hunter Strickland,San Francisco Giants,2017,yes,no
4590,Rich Hill,Los Angeles Dodgers,2017,yes,yes
4593,Trevor Cahill,San Diego Padres,2017,yes,yes
4594,J.P. Howell,Toronto Blue Jays,2017,yes,yes
4598,Joe Jimenez,Detroit Tigers,2017,yes,no
4601,Luis Perdomo,San Diego Padres,2017,yes,yes
4602,Rookie Davis,Cincinnati Reds,2017,yes,no
4603,Andrew Bailey,Los Angeles Angels,2017,yes,yes
4604,Jon Gray,Colorado Rockies,2017,yes,yes
4608,Carl Edwards Jr.,Chicago Cubs,2017,yes,no
4610,Aaron Sanchez,Toronto Blue Jays,2017,yes,yes
4611,Jake Odorizzi,Tampa Bay Rays,2017,yes,yes
4613,Zach Britton,Baltimore Orioles,2017,yes,yes
4615,Brandon Finnegan,Cincinnati Reds,2017,yes,no
4618,Kendall Graveman,Oakland Athletics,2017,yes,yes
4619,Eduardo Rodriguez,Boston Red Sox,2017,yes,yes
4620,Sam Dyson,Texas Rangers,2017,yes,yes
4621,Clay Buchholz,Philadelphia Phillies,2017,yes,yes
4623,J.A. Happ,Toronto Blue Jays,2017,yes,yes
4624,Nick Neumann,Miami Marlins,2017,yes,no
4626,Jarred Cosart,San Diego Padres,2017,yes,yes
4627,Pat Neshek,Philadelphia Phillies,2017,yes,yes
4628,Sammy Solis,Washington Nationals,2017,yes,yes
4629,Jandel Gustave,Houston Astros,2017,yes,no
4632,Madison Bumgarner,San Francisco Giants,2017,yes,no
4633,Mike Morin,Los Angeles Angels,2017,yes,yes
4634,Xavier Cedeno,Tampa Bay Rays,2017,yes,yes
4635,Tony Cingrani,Cincinnati Reds,2017,yes,yes
4637,James Shields,Chicago White Sox,2017,yes,yes
4638,A.J. Griffin,Texas Rangers,2017,yes,yes
4639,Cam Bedrosian,Los Angeles Angels,2017,yes,yes
4640,Justin Haley,Minnesota Twins,2017,yes,no
4641,Tommy Hunter,Tampa Bay Rays,2017,yes,yes
4644,Aaron Nola,Philadelphia Phillies,2017,yes,yes
4645,Shelby Miller,Arizona Diamondbacks,2017,yes,yes
4646,Stephen Strasburg,Washington Nationals,2017,yes,yes
4647,Zach Putnam,Chicago White Sox,2017,yes,yes
4649,Antonio Bastardo,Pittsburgh Pirates,2017,yes,yes
4650,Koda Glover,Washington Nationals,2017,yes,yes
4652,Felix Hernandez,Seattle Mariners,2017,yes,yes
4653,Mike Dunn,Colorado Rockies,2017,yes,yes
4657,Hector Santiago,Minnesota Twins,2017,yes,yes
4658,Tyler Skaggs,Los Angeles Angels,2017,yes,yes
4659,Evan Scribner,Seattle Mariners,2017,yes,yes
4661,Sean Manaea,Oakland Athletics,2017,yes,yes
4665,Noah Syndergaard,New York Mets,2017,yes,no
4666,Hyun-Jin Ryu,Los Angeles Dodgers,2017,yes,yes
4669,Danny Barnes,Toronto Blue Jays,2017,yes,yes
4672,Steven Wright,Boston Red Sox,2017,yes,yes
4673,Sean Doolittle,Oakland Athletics,2017,yes,yes
4674,Edinson Volquez,Miami Marlins,2017,yes,yes
4675,Cole Hamels,Texas Rangers,2017,yes,yes
4676,Corey Kluber,Cleveland Indians,2017,yes,yes
4679,Nate Jones,Chicago White Sox,2017,yes,yes
4680,Erasmo Ramirez,Tampa Bay Rays,2017,yes,yes
4682,James Paxton,Seattle Mariners,2017,yes,yes
4683,Ian Kennedy,Kansas City Royals,2017,yes,yes
4684,Shawn Kelley,Washington Nationals,2017,yes,yes
4685,Wei-Yin Chen,Miami Marlins,2017,yes,yes
4686,Jameson Taillon,Pittsburgh Pirates,2017,yes,yes
4689,Evan Marshall,Seattle Mariners,2017,yes,yes
4690,Brett Anderson,Chicago Cubs,2017,yes,yes
4693,Matt Harvey,New York Mets,2017,yes,yes
4694,Tommy Milone,New York Mets,2017,yes,yes
4695,Jose Leclerc,Texas Rangers,2017,yes,yes
4696,Brandon McCarthy,Los Angeles Dodgers,2017,yes,yes
4697,Mark Melancon,San Francisco Giants,2017,yes,yes
4698,Scott Alexander,Kansas City Royals,2017,yes,no
4699,Jeanmar Gomez,Philadelphia Phillies,2017,yes,yes
4700,Adam Liberatore,Los Angeles Dodgers,2017,yes,yes
4701,Hisashi Iwakuma,Seattle Mariners,2017,yes,yes
4702,T.J. McFarland,Arizona Diamondbacks,2017,yes,yes
4704,Kenta Maeda,Los Angeles Dodgers,2017,yes,no
4705,Francisco Liriano,Toronto Blue Jays,2017,yes,yes
4711,Ryan Weber,Seattle Mariners,2017,yes,no
4714,Aroldis Chapman,New York Yankees,2017,yes,yes
4720,Junichi Tazawa,Miami Marlins,2017,yes,yes
4722,Joe Blanton,Washington Nationals,2017,yes,yes
4724,Tom Koehler,Miami Marlins,2017,yes,yes
4725,Jered Weaver,San Diego Padres,2017,yes,yes
4726,Jhan Marinez,Pittsburgh Pirates,2017,yes,yes
4727,Eric O'Flaherty,Atlanta Braves,2017,yes,yes
4728,Ryan Dull,Oakland Athletics,2017,yes,no
4729,Dallas Keuchel,Houston Astros,2017,yes,no
4730,Josh Lindblom,Pittsburgh Pirates,2017,yes,yes
4732,John Axford,Oakland Athletics,2017,yes,yes
4735,Taijuan Walker,Arizona Diamondbacks,2017,yes,yes
4737,Phil Hughes,Minnesota Twins,2017,yes,yes
4738,David Phelps,Miami Marlins,2017,yes,yes
4740,Bobby Wahl,Oakland Athletics,2017,yes,no
4741,Diego Moreno,Tampa Bay Rays,2017,yes,yes
4742,Nate Karns,Kansas City Royals,2017,yes,yes
4744,Alex Meyer,Los Angeles Angels,2017,yes,no
4745,Amir Garrett,Cincinnati Reds,2017,yes,no
4746,Luis Avilan,Los Angeles Dodgers,2017,yes,no
4750,Jumbo Diaz,Tampa Bay Rays,2017,yes,no
4752,Dylan Covey,Chicago White Sox,2017,yes,no
4755,Jesse Hahn,Oakland Athletics,2017,yes,yes
4758,Charlie Morton,Houston Astros,2017,yes,yes
4759,Dario Alvarez,Texas Rangers,2017,yes,no
4760,Alex Wood,Los Angeles Dodgers,2017,yes,yes
4764,Adam Ottavino,Colorado Rockies,2017,yes,yes
4765,Danny Duffy,Kansas City Royals,2017,yes,yes
4766,Joe Musgrove,Houston Astros,2017,yes,no
4769,Matt Andriese,Tampa Bay Rays,2017,yes,no
4770,Vince Velasquez,Philadelphia Phillies,2017,yes,yes
4776,Justin Nicolino,Miami Marlins,2017,yes,no
4780,Michael Ynoa,Chicago White Sox,2017,yes,yes
4781,Joaquin Benoit,Philadelphia Phillies,2017,yes,yes
4782,Tyler Anderson,Colorado Rockies,2017,yes,yes
4784,Wade Davis,Chicago Cubs,2017,yes,yes
4785,Danny Salazar,Cleveland Indians,2017,yes,yes
4788,Bartolo Colon,Atlanta Braves,2017,yes,yes
4793,Kyle Hendricks,Chicago Cubs,2017,yes,no
4795,Zack Greinke,Arizona Diamondbacks,2017,yes,yes
4800,Darren O'Day,Baltimore Orioles,2017,yes,yes
4801,Sergio Romo,Los Angeles Dodgers,2017,yes,yes
4803,Andrew Triggs,Oakland Athletics,2017,yes,yes
4816,Lance McCullers Jr.,Houston Astros,2017,yes,yes
4818,Matt Andriese,Toronto Blue Jays,2017,yes,yes
4820,Josh Smoker,New York Mets,2017,yes,yes
4823,Brian Johnson,Boston Red Sox,2017,yes,no
4824,CC Sabathia,New York Yankees,2017,yes,yes
4827,Adam Warren,New York Yankees,2017,yes,yes
4828,Tony Barnette,Texas Rangers,2017,yes,no
4831,Adam Wilk,Minnesota Twins,2017,yes,yes
4832,Matt Shoemaker,Los Angeles Angels,2017,yes,yes
4833,Ernesto Frieri,Texas Rangers,2017,yes,yes
4836,Miguel Gonzalez,Chicago White Sox,2017,yes,yes
4840,Leonel Campos,Toronto Blue Jays,2017,yes,no
4841,Bronson Arroyo,Cincinnati Reds,2017,yes,yes
4843,Joe Smith,Toronto Blue Jays,2017,yes,yes
4844,Bud Norris,Los Angeles Angels,2017,yes,yes
4845,Jerad Eickhoff,Philadelphia Phillies,2017,yes,no
4846,Zack Wheeler,New York Mets,2017,yes,yes
4847,Wily Peralta,Milwaukee Brewers,2017,yes,yes
4850,Cody Allen,Cleveland Indians,2017,yes,no
4853,Brad Ziegler,Miami Marlins,2017,yes,yes
4855,Jeremy Jeffress,Texas Rangers,2017,yes,yes
4858,Miguel Diaz,San Diego Padres,2017,yes,no
4859,J.J. Hoover,Arizona Diamondbacks,2017,yes,no
4860,Chris Hatcher,Los Angeles Dodgers,2017,yes,yes
4862,Casey Fien,Philadelphia Phillies,2017,yes,yes
4863,Doug Fister,Boston Red Sox,2017,yes,yes
4865,Brad Peacock,Houston Astros,2017,yes,yes
4866,Martin Perez,Texas Rangers,2017,yes,yes
4869,Kevin Siegrist,St. Louis Cardinals,2017,yes,yes
4881,Robert Gsellman,New York Mets,2017,yes,no
4885,Craig Breslow,Minnesota Twins,2017,yes,yes
4886,Chase Anderson,Milwaukee Brewers,2017,yes,yes
4890,Stefan Crichton,Baltimore Orioles,2017,yes,no
4891,Joe Colon,Cleveland Indians,2017,yes,yes
4893,Joan Gregorio,San Francisco Giants,2017,yes,no
4896,Matt Strahm,Kansas City Royals,2017,yes,no
4899,David Robertson,Chicago White Sox,2017,yes,yes
4900,Keone Kela,Texas Rangers,2017,yes,yes
4902,Jason Grilli,Texas Rangers,2017,yes,yes
4910,Arodys Vizcaino,Atlanta Braves,2017,yes,yes
4914,Daniel Norris,Detroit Tigers,2017,yes,yes
4918,Jharel Cotton,Oakland Athletics,2017,yes,no
4919,Rubby De La Rosa,Arizona Diamondbacks,2017,yes,yes
4920,John Lackey,Chicago Cubs,2017,yes,yes
4931,Kirby Yates,San Diego Padres,2017,yes,no
4932,Jose Quintana,Chicago Cubs,2017,yes,no
4933,Jason Motte,Atlanta Braves,2017,yes,yes
4934,Michael Pineda,New York Yankees,2017,yes,yes
4935,Neftali Feliz,Kansas City Royals,2017,yes,yes
4936,Joe Ross,Washington Nationals,2017,yes,yes
4937,Johnny Cueto,San Francisco Giants,2017,yes,yes
4939,Joe Kelly,Boston Red Sox,2017,yes,yes
4940,Will Harris,Houston Astros,2017,yes,no
4942,Blaine Boyer,Boston Red Sox,2017,yes,yes
4943,Tyler Chatwood,Colorado Rockies,2017,yes,yes
4944,Randall Delgado,Arizona Diamondbacks,2017,yes,yes
4945,Dominic Leone,Toronto Blue Jays,2017,yes,no
4950,Scott Feldman,Cincinnati Reds,2017,yes,yes
4952,Ryan Madson,Washington Nationals,2017,yes,yes
4954,Sean Doolittle,Washington Nationals,2017,yes,yes
4957,Tyler Clippard,Chicago White Sox,2017,yes,yes
4958,Mike Bolsinger,Toronto Blue Jays,2017,yes,yes
4963,David Phelps,Seattle Mariners,2017,yes,yes
4964,Boone Logan,Cleveland Indians,2017,yes,yes
4974,Travis Wood,San Diego Padres,2017,yes,no
4975,Sergio Romo,Tampa Bay Rays,2017,yes,yes
4977,Clayton Kershaw,Los Angeles Dodgers,2017,yes,yes
4979,Chris Stratton,San Francisco Giants,2017,yes,yes
4980,Brandon Maurer,Kansas City Royals,2017,yes,yes
4981,Adam Wainwright,St. Louis Cardinals,2017,yes,yes
4984,Jaime Garcia,Minnesota Twins,2017,yes,yes
4985,Ryan Buchter,Kansas City Royals,2017,yes,no
4986,Ben Taylor,Boston Red Sox,2017,yes,no
4989,Kyle Barraclough,Miami Marlins,2017,yes,no
4992,Trevor Cahill,Kansas City Royals,2017,yes,yes
4993,Greg Holland,Colorado Rockies,2017,yes,yes
4995,Anthony Swarzak,Milwaukee Brewers,2017,yes,yes
5002,Nick Wittgren,Miami Marlins,2017,yes,no
5004,Robbie Ray,Arizona Diamondbacks,2017,yes,yes
5006,Steve Cishek,Tampa Bay Rays,2017,yes,yes
5009,AJ Ramos,New York Mets,2017,yes,yes
5010,Jake McGee,Colorado Rockies,2017,yes,yes
5013,Pedro Beato,Philadelphia Phillies,2017,yes,yes
5015,Josh Tomlin,Cleveland Indians,2017,yes,yes
5017,Jeremy Hellickson,Baltimore Orioles,2017,yes,yes
5018,David Hernandez,Arizona Diamondbacks,2017,yes,yes
5019,Tony Watson,Los Angeles Dodgers,2017,yes,yes
5020,Addison Reed,Boston Red Sox,2017,yes,yes
5021,Justin Wilson,Chicago Cubs,2017,yes,no
5022,Jaime Garcia,New York Yankees,2017,yes,yes
5023,Joaquin Benoit,Pittsburgh Pirates,2017,yes,yes
5024,Francisco Liriano,Houston Astros,2017,yes,yes
5025,Michael Feliz,Houston Astros,2017,yes,no
5026,Tony Sipp,Houston Astros,2017,yes,yes
5027,Joe Smith,Cleveland Indians,2017,yes,yes
5028,Sonny Gray,New York Yankees,2017,yes,yes
5029,Wade LeBlanc,Pittsburgh Pirates,2017,yes,yes
5030,Andrew Miller,Cleveland Indians,2017,yes,yes
5031,Brandon Kintzler,Washington Nationals,2017,yes,yes
5032,Yu Darvish,Los Angeles Dodgers,2017,yes,yes
5033,Jeremy Jeffress,Milwaukee Brewers,2017,yes,yes
5034,Edward Mujica,Detroit Tigers,2017,yes,yes
5037,Michael Fulmer,Detroit Tigers,2017,yes,no
5038,Tony Cingrani,Los Angeles Dodgers,2017,yes,yes
5039,Ian Krol,Atlanta Braves,2017,yes,yes
5044,Kyle Freeland,Colorado Rockies,2017,yes,no
5046,Gio Gonzalez,Washington Nationals,2017,yes,yes
5053,Robert Stephenson,Cincinnati Reds,2017,yes,no
5055,George Kontos,Pittsburgh Pirates,2017,yes,yes
5058,Alex Cobb,Tampa Bay Rays,2017,yes,yes
5059,Cesar Valdez,Toronto Blue Jays,2017,yes,no
5063,Chris O'Grady,Miami Marlins,2017,yes,no
5066,Adalberto Mejia,Minnesota Twins,2017,yes,no
5067,Koji Uehara,Chicago Cubs,2017,yes,yes
5068,Taylor Cole,Toronto Blue Jays,2017,yes,no
5069,Chris Smith,Toronto Blue Jays,2017,yes,no
5070,Lisalverto Bonilla,Cincinnati Reds,2017,yes,yes
5075,Jhan Marinez,Texas Rangers,2017,yes,yes
5082,Masahiro Tanaka,New York Yankees,2017,yes,yes
5088,Brent Suter,Milwaukee Brewers,2017,yes,no
5091,Jarlin Garcia,Miami Marlins,2017,yes,no
5092,Luis Cessa,New York Yankees,2017,yes,no
5097,Chris Hatcher,Oakland Athletics,2017,yes,yes
5105,Anibal Sanchez,Detroit Tigers,2017,yes,yes
5108,Max Scherzer,Washington Nationals,2017,yes,yes
5111,Justin Grimm,Chicago Cubs,2017,yes,yes
5114,Jon Lester,Chicago Cubs,2017,yes,yes
5116,Reynaldo Lopez,Chicago White Sox,2017,yes,no
5117,Luke Jackson,Atlanta Braves,2017,yes,yes
5123,Jake Faria,Tampa Bay Rays,2017,yes,no
5125,Miguel Castro,Baltimore Orioles,2017,yes,yes
5127,Matt Bush,Texas Rangers,2017,yes,yes
5129,JC Ramirez,Los Angeles Angels,2017,yes,yes
5147,Dylan Bundy,Baltimore Orioles,2017,yes,yes
5149,Paul Blackburn,Oakland Athletics,2017,yes,no
5151,Blake Wood,Los Angeles Angels,2017,yes,yes
5153,Josh Fields,Los Angeles Dodgers,2017,yes,yes
5161,Dan Otero,Cleveland Indians,2017,yes,no
5164,Mike Leake,Seattle Mariners,2017,yes,yes
5177,Juan Nicasio,Philadelphia Phillies,2017,yes,yes
5185,Dylan Baker,Cleveland Indians,2017,yes,no
5186,Brady Rodgers,Houston Astros,2017,yes,no
5187,Justin Verlander,Houston Astros,2017,yes,yes
5190,Miguel Gonzalez,Texas Rangers,2017,yes,yes
5193,Erick Fedde,Washington Nationals,2017,yes,no
5195,Jose Alvarado,Tampa Bay Rays,2017,yes,no
5196,Alex Wilson,Detroit Tigers,2017,yes,yes
5199,JT Chargois,Minnesota Twins,2017,yes,no
5200,Taylor Guerrieri,Tampa Bay Rays,2017,yes,no
5210,Jesen Therrien,Philadelphia Phillies,2017,yes,no
5213,Carter Capps,San Diego Padres,2017,yes,yes
5214,Drew Storen,Cincinnati Reds,2017,yes,yes
5215,Mike Morin,Kansas City Royals,2017,yes,yes
5220,Jimmy Nelson,Milwaukee Brewers,2017,yes,yes
5224,Caleb Smith,New York Yankees,2017,yes,no
5238,Nate Jones,Chicago White Sox,2018,yes,yes
5247,Jordan Montgomery,New York Yankees,2017,yes,no
5249,Kyle Gibson,Minnesota Twins,2017,yes,yes
5250,Michael Tonkin,Minnesota Twins,2017,yes,no
5251,Bartolo Colon,Minnesota Twins,2017,yes,yes
5253,Randy Rosario,Minnesota Twins,2017,yes,no
5254,Nik Turley,Minnesota Twins,2017,yes,no
5255,Zac Rosscup,Colorado Rockies,2017,yes,yes
5256,Shane Carle,Colorado Rockies,2017,yes,no
5259,Rayan Gonzalez,Colorado Rockies,2017,yes,no
5260,Jeff Hoffman,Colorado Rockies,2017,yes,no
5262,German Marquez,Colorado Rockies,2017,yes,no
5265,Anthony Banda,Arizona Diamondbacks,2017,yes,no
5266,Craig Breslow,Cleveland Indians,2017,yes,yes
5268,Nick Goody,Cleveland Indians,2017,yes,no
5269,Zach McAllister,Cleveland Indians,2017,yes,yes
5270,Ryan Merritt,Cleveland Indians,2017,yes,yes
5272,Adam Plutko,Cleveland Indians,2017,yes,no
5273,Brandon Workman,Boston Red Sox,2017,yes,yes
5274,Robby Scott,Boston Red Sox,2017,yes,no
5277,Kyle Crockett,Cleveland Indians,2017,yes,no
5278,Shawn Armstrong,Cleveland Indians,2017,yes,no
5279,Shawn Morimando,Cleveland Indians,2017,yes,no
5280,Fernando Abad,Boston Red Sox,2017,yes,yes
5281,Heath Hembree,Boston Red Sox,2017,yes,yes
5282,Henry Owens,Boston Red Sox,2017,yes,no
5283,Hector Velazquez,Boston Red Sox,2017,yes,no
5286,A.J. Cole,Washington Nationals,2017,yes,yes
5287,Matt Grace,Washington Nationals,2017,yes,no
5289,Edwin Jackson,Washington Nationals,2017,yes,yes
5290,Hector Rondon,Chicago Cubs,2017,yes,yes
5293,Eddie Butler,Chicago Cubs,2017,yes,yes
5294,Jen-Ho Tseng,Chicago Cubs,2017,yes,no
5296,Giovanny Gallegos,New York Yankees,2017,yes,no
5298,Ronald Herrera,New York Yankees,2017,yes,no
5299,Domingo German,New York Yankees,2017,yes,yes
5300,Bryan Mitchell,New York Yankees,2017,yes,yes
5301,Jonathan Holder,New York Yankees,2017,yes,no
5302,Ben Heller,New York Yankees,2017,yes,no
5303,Chasen Shreve,New York Yankees,2017,yes,yes
5307,Julio Urias,Los Angeles Dodgers,2017,yes,no
5308,Wilmer Font,Los Angeles Dodgers,2017,yes,no
5318,Tyler Clippard,Houston Astros,2017,yes,yes
5320,Mike Fiers,Houston Astros,2017,yes,yes
5321,Francis Martes,Houston Astros,2017,yes,no
5322,James Hoyt,Houston Astros,2017,yes,no
5352,Matt Strahm,San Diego Padres,2017,yes,yes
5362,Brad Boxberger,Arizona Diamondbacks,2017,yes,yes
5363,Dean Deetz,Houston Astros,2018,yes,no
5365,Nik Turley,Pittsburgh Pirates,2018,yes,yes
5366,Jose Torres,San Diego Padres,2018,yes,no
5367,Grant Dayton,Atlanta Braves,2018,yes,yes
5368,Zach Britton,Baltimore Orioles,2018,yes,yes
5369,Drew Smyly,Chicago Cubs,2018,yes,yes
5370,Michael Pineda,Minnesota Twins,2018,yes,yes
5371,Shelby Miller,Arizona Diamondbacks,2018,yes,yes
5372,Nick Burdi,Pittsburgh Pirates,2018,yes,no
5373,Joe Ross,Washington Nationals,2018,yes,yes
5374,Alex Meyer,Los Angeles Angels,2018,yes,yes
5375,Joe Palumbo,Texas Rangers,2018,yes,no
5376,Julio Urias,Los Angeles Dodgers,2018,yes,yes
5377,Cody Anderson,Cleveland Indians,2018,yes,yes
5378,Rookie Davis,Cincinnati Reds,2018,yes,yes
5379,Jesse Hahn,Kansas City Royals,2018,yes,yes
5380,Rayan Gonzalez,Colorado Rockies,2018,yes,yes
5381,Jharel Cotton,Oakland Athletics,2018,yes,yes
5382,Clayton Blackburn,Texas Rangers,2018,yes,no
5383,Ronald Herrera,Texas Rangers,2018,yes,yes
5384,Drew Pomeranz,Boston Red Sox,2018,yes,yes
5385,Rafael Montero,New York Mets,2018,yes,yes
5386,Steven Wright,Boston Red Sox,2018,yes,yes
5387,Eduardo Rodriguez,Boston Red Sox,2018,yes,yes
5388,Randall Delgado,Arizona Diamondbacks,2018,yes,yes
5389,Erasmo Ramirez,Seattle Mariners,2018,yes,yes
5390,Joaquin Benoit,Washington Nationals,2018,yes,yes
5391,Alex Reyes,St. Louis Cardinals,2018,yes,yes
5392,Luke Gregerson,St. Louis Cardinals,2018,yes,yes
5393,Adam Wainwright,St. Louis Cardinals,2018,yes,yes
5394,Paul Blackburn,Oakland Athletics,2018,yes,yes
5395,Ryan Dull,Oakland Athletics,2018,yes,yes
5397,Koda Glover,Washington Nationals,2018,yes,yes
5398,Jose De Leon,Tampa Bay Rays,2018,yes,yes
5399,Nathan Eovaldi,Tampa Bay Rays,2018,yes,yes
5400,Colin Rea,San Diego Padres,2018,yes,yes
5401,Johnny Barbato,Detroit Tigers,2018,yes,no
5402,Mike Fiers,Detroit Tigers,2018,yes,yes
5403,David Phelps,Seattle Mariners,2018,yes,yes
5404,Dinelson Lamet,San Diego Padres,2018,yes,no
5405,Matt Strahm,San Diego Padres,2018,yes,yes
5406,Jimmy Nelson,Milwaukee Brewers,2018,yes,yes
5407,Carlos Rodon,Chicago White Sox,2018,yes,yes
5408,Boone Logan,Milwaukee Brewers,2018,yes,yes
5409,Dan Straily,Miami Marlins,2018,yes,yes
5410,Tyler Thornburg,Boston Red Sox,2018,yes,yes
5411,Brandon Finnegan,Cincinnati Reds,2018,yes,yes
5412,Michael Lorenzen,Cincinnati Reds,2018,yes,yes
5413,Raisel Iglesias,Cincinnati Reds,2018,yes,yes
5414,Gabriel Ynoa,Baltimore Orioles,2018,yes,yes
5415,Andrew Heaney,Los Angeles Angels,2018,yes,yes
5416,Ryan Merritt,Cleveland Indians,2018,yes,yes
5417,Madison Bumgarner,San Francisco Giants,2018,yes,yes
5418,Mark Melancon,San Francisco Giants,2018,yes,yes
5419,Will Smith,San Francisco Giants,2018,yes,yes
5420,Jandel Gustave,Houston Astros,2018,yes,yes
5421,Brady Rodgers,Houston Astros,2018,yes,yes
5422,Jerad Eickhoff,Philadelphia Phillies,2018,yes,yes
5423,Tommy Hunter,Philadelphia Phillies,2018,yes,yes
5424,Mark Leiter Jr.,Philadelphia Phillies,2018,yes,no
5425,Anthony DeSclafani,Cincinnati Reds,2018,yes,yes
5426,David Hernandez,Cincinnati Reds,2018,yes,yes
5427,Kevin Shackelford,Cincinnati Reds,2018,yes,no
5428,Jason Vargas,New York Mets,2018,yes,yes
5429,Nate Karns,Kansas City Royals,2018,yes,yes
5430,Danny Salazar,Cleveland Indians,2018,yes,yes
5431,Ervin Santana,Minnesota Twins,2018,yes,yes
5432,Phil Hughes,Minnesota Twins,2018,yes,yes
5433,Austin Maddox,Boston Red Sox,2018,yes,no
5434,Luiz Gohara,Atlanta Braves,2018,yes,no
5435,Martin Perez,Texas Rangers,2018,yes,yes
5436,Tony Barnette,Texas Rangers,2018,yes,yes
